AutoKL size: 79.779MB
FM size: 146.007MB
offset model size: 0.0000038147MB
Exp path: ./saved_info/latent_flow/celeba_256/celeb256_f8_adm_ema
epoch 0 iteration0, Loss: 1.7675968408584595, Train Steps/Sec: 0.15
epoch 17 iteration200, Loss: 0.7377954721450806, Train Steps/Sec: 1.10
epoch 18 iteration0, Loss: 0.6910269260406494, Train Steps/Sec: 1.07
epoch 18 iteration100, Loss: 0.6995879411697388, Train Steps/Sec: 1.10
epoch 18 iteration200, Loss: 0.7300050854682922, Train Steps/Sec: 1.09
epoch 19 iteration0, Loss: 0.7138077020645142, Train Steps/Sec: 1.07
epoch 19 iteration100, Loss: 0.7223163843154907, Train Steps/Sec: 1.10
epoch 19 iteration200, Loss: 0.7255743741989136, Train Steps/Sec: 1.09
epoch 20 iteration0, Loss: 0.7081449031829834, Train Steps/Sec: 1.07
epoch 20 iteration100, Loss: 0.7026625871658325, Train Steps/Sec: 1.09
epoch 20 iteration200, Loss: 0.6916783452033997, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 21 iteration0, Loss: 0.7040491700172424, Train Steps/Sec: 0.94
epoch 21 iteration100, Loss: 0.690597414970398, Train Steps/Sec: 1.10
epoch 21 iteration200, Loss: 0.7016575336456299, Train Steps/Sec: 1.10
epoch 22 iteration0, Loss: 0.6927177906036377, Train Steps/Sec: 1.07
epoch 22 iteration100, Loss: 0.6924061179161072, Train Steps/Sec: 1.09
epoch 22 iteration200, Loss: 0.7048443555831909, Train Steps/Sec: 1.10
epoch 23 iteration0, Loss: 0.6812469363212585, Train Steps/Sec: 1.07
epoch 23 iteration100, Loss: 0.7119191288948059, Train Steps/Sec: 1.10
epoch 23 iteration200, Loss: 0.7115284204483032, Train Steps/Sec: 1.10
epoch 24 iteration0, Loss: 0.7139427661895752, Train Steps/Sec: 1.06
epoch 24 iteration100, Loss: 0.7377246618270874, Train Steps/Sec: 1.10
epoch 24 iteration200, Loss: 0.7123591303825378, Train Steps/Sec: 1.10
epoch 25 iteration0, Loss: 0.689288854598999, Train Steps/Sec: 1.07
epoch 25 iteration100, Loss: 0.7157237529754639, Train Steps/Sec: 1.10
epoch 25 iteration200, Loss: 0.7258743643760681, Train Steps/Sec: 1.10
Finish sampling
epoch 26 iteration0, Loss: 0.6751525402069092, Train Steps/Sec: 1.00
epoch 26 iteration100, Loss: 0.7220675349235535, Train Steps/Sec: 1.10
epoch 26 iteration200, Loss: 0.693308413028717, Train Steps/Sec: 1.10
epoch 27 iteration0, Loss: 0.7035747766494751, Train Steps/Sec: 1.07
epoch 27 iteration100, Loss: 0.7108414769172668, Train Steps/Sec: 1.10
epoch 27 iteration200, Loss: 0.7109090685844421, Train Steps/Sec: 1.09
epoch 28 iteration0, Loss: 0.7083341479301453, Train Steps/Sec: 1.07
epoch 28 iteration100, Loss: 0.6945599913597107, Train Steps/Sec: 1.09
epoch 28 iteration200, Loss: 0.6720981001853943, Train Steps/Sec: 1.09
epoch 29 iteration0, Loss: 0.7138116359710693, Train Steps/Sec: 1.07
epoch 29 iteration100, Loss: 0.7180551290512085, Train Steps/Sec: 1.09
epoch 29 iteration200, Loss: 0.7061482667922974, Train Steps/Sec: 1.09
epoch 30 iteration0, Loss: 0.7206023335456848, Train Steps/Sec: 1.07
epoch 30 iteration100, Loss: 0.7069894671440125, Train Steps/Sec: 1.10
epoch 30 iteration200, Loss: 0.715899646282196, Train Steps/Sec: 1.09
Finish sampling
Saving content.
epoch 31 iteration0, Loss: 0.7347124814987183, Train Steps/Sec: 0.94
epoch 31 iteration100, Loss: 0.6883190274238586, Train Steps/Sec: 1.10
epoch 31 iteration200, Loss: 0.6987749338150024, Train Steps/Sec: 1.10
epoch 32 iteration0, Loss: 0.7143067121505737, Train Steps/Sec: 1.07
epoch 32 iteration100, Loss: 0.7009052634239197, Train Steps/Sec: 1.10
epoch 32 iteration200, Loss: 0.7056087851524353, Train Steps/Sec: 1.10
epoch 33 iteration0, Loss: 0.7300410866737366, Train Steps/Sec: 1.06
epoch 33 iteration100, Loss: 0.6787685751914978, Train Steps/Sec: 1.10
epoch 33 iteration200, Loss: 0.6804244518280029, Train Steps/Sec: 1.10
epoch 34 iteration0, Loss: 0.7050986886024475, Train Steps/Sec: 1.06
epoch 34 iteration100, Loss: 0.7193012833595276, Train Steps/Sec: 1.10
epoch 34 iteration200, Loss: 0.6967794299125671, Train Steps/Sec: 1.10
epoch 35 iteration0, Loss: 0.7173964977264404, Train Steps/Sec: 1.07
epoch 35 iteration100, Loss: 0.6945086121559143, Train Steps/Sec: 1.10
epoch 35 iteration200, Loss: 0.7072886228561401, Train Steps/Sec: 1.10
Finish sampling
epoch 36 iteration0, Loss: 0.7228900790214539, Train Steps/Sec: 1.03
epoch 36 iteration100, Loss: 0.7023956775665283, Train Steps/Sec: 1.10
epoch 36 iteration200, Loss: 0.664758563041687, Train Steps/Sec: 1.09
epoch 37 iteration0, Loss: 0.7092724442481995, Train Steps/Sec: 1.06
epoch 37 iteration100, Loss: 0.7043502330780029, Train Steps/Sec: 1.10
epoch 37 iteration200, Loss: 0.7103140950202942, Train Steps/Sec: 1.09
epoch 38 iteration0, Loss: 0.698720395565033, Train Steps/Sec: 1.07
epoch 38 iteration100, Loss: 0.7133296132087708, Train Steps/Sec: 1.10
epoch 38 iteration200, Loss: 0.7188030481338501, Train Steps/Sec: 1.09
epoch 39 iteration0, Loss: 0.6884124279022217, Train Steps/Sec: 1.06
epoch 39 iteration100, Loss: 0.662436842918396, Train Steps/Sec: 1.10
epoch 39 iteration200, Loss: 0.6854849457740784, Train Steps/Sec: 1.09
epoch 40 iteration0, Loss: 0.6918571591377258, Train Steps/Sec: 1.07
epoch 40 iteration100, Loss: 0.7006076574325562, Train Steps/Sec: 1.10
epoch 40 iteration200, Loss: 0.7128550410270691, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 41 iteration0, Loss: 0.7108315229415894, Train Steps/Sec: 0.94
epoch 41 iteration100, Loss: 0.7147608399391174, Train Steps/Sec: 1.10
epoch 41 iteration200, Loss: 0.7062283158302307, Train Steps/Sec: 1.10
epoch 42 iteration0, Loss: 0.6666775345802307, Train Steps/Sec: 1.07
epoch 42 iteration100, Loss: 0.6897112727165222, Train Steps/Sec: 1.10
epoch 42 iteration200, Loss: 0.6640290021896362, Train Steps/Sec: 1.10
epoch 43 iteration0, Loss: 0.6972795724868774, Train Steps/Sec: 1.07
epoch 43 iteration100, Loss: 0.7013639807701111, Train Steps/Sec: 1.10
epoch 43 iteration200, Loss: 0.6911028623580933, Train Steps/Sec: 1.10
epoch 44 iteration0, Loss: 0.681115984916687, Train Steps/Sec: 1.07
epoch 44 iteration100, Loss: 0.6834860444068909, Train Steps/Sec: 1.10
epoch 44 iteration200, Loss: 0.6916455626487732, Train Steps/Sec: 1.10
epoch 45 iteration0, Loss: 0.7100250124931335, Train Steps/Sec: 1.07
epoch 45 iteration100, Loss: 0.6791938543319702, Train Steps/Sec: 1.10
epoch 45 iteration200, Loss: 0.6826285719871521, Train Steps/Sec: 1.10
Finish sampling
epoch 46 iteration0, Loss: 0.700336217880249, Train Steps/Sec: 1.03
epoch 46 iteration100, Loss: 0.70146644115448, Train Steps/Sec: 1.10
epoch 46 iteration200, Loss: 0.7144201397895813, Train Steps/Sec: 1.10
epoch 47 iteration0, Loss: 0.6967395544052124, Train Steps/Sec: 1.07
epoch 47 iteration100, Loss: 0.7323025465011597, Train Steps/Sec: 1.10
epoch 47 iteration200, Loss: 0.6635541915893555, Train Steps/Sec: 1.10
epoch 48 iteration0, Loss: 0.6964442729949951, Train Steps/Sec: 1.07
epoch 48 iteration100, Loss: 0.6824147701263428, Train Steps/Sec: 1.10
epoch 48 iteration200, Loss: 0.6795207262039185, Train Steps/Sec: 1.10
epoch 49 iteration0, Loss: 0.6820433735847473, Train Steps/Sec: 1.07
epoch 49 iteration100, Loss: 0.6974775195121765, Train Steps/Sec: 1.10
epoch 49 iteration200, Loss: 0.7131519913673401, Train Steps/Sec: 1.10
epoch 50 iteration0, Loss: 0.6921077966690063, Train Steps/Sec: 1.07
epoch 50 iteration100, Loss: 0.7001954317092896, Train Steps/Sec: 1.10
epoch 50 iteration200, Loss: 0.6756204962730408, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 51 iteration0, Loss: 0.7010668516159058, Train Steps/Sec: 0.92
epoch 51 iteration100, Loss: 0.6733815670013428, Train Steps/Sec: 1.10
epoch 51 iteration200, Loss: 0.6833542585372925, Train Steps/Sec: 1.10
epoch 52 iteration0, Loss: 0.6970065236091614, Train Steps/Sec: 1.07
epoch 52 iteration100, Loss: 0.7020930051803589, Train Steps/Sec: 1.10
epoch 52 iteration200, Loss: 0.6881057620048523, Train Steps/Sec: 1.10
epoch 53 iteration0, Loss: 0.7062750458717346, Train Steps/Sec: 1.07
epoch 53 iteration100, Loss: 0.6731928586959839, Train Steps/Sec: 1.10
epoch 53 iteration200, Loss: 0.6906437277793884, Train Steps/Sec: 1.10
epoch 54 iteration0, Loss: 0.6682637929916382, Train Steps/Sec: 1.07
epoch 54 iteration100, Loss: 0.6831419467926025, Train Steps/Sec: 1.10
epoch 54 iteration200, Loss: 0.6785863041877747, Train Steps/Sec: 1.09
epoch 55 iteration0, Loss: 0.6805940866470337, Train Steps/Sec: 1.07
epoch 55 iteration100, Loss: 0.6724146604537964, Train Steps/Sec: 1.10
epoch 55 iteration200, Loss: 0.6835898756980896, Train Steps/Sec: 1.09
Finish sampling
epoch 56 iteration0, Loss: 0.6818363070487976, Train Steps/Sec: 1.03
epoch 56 iteration100, Loss: 0.6615325808525085, Train Steps/Sec: 1.10
epoch 56 iteration200, Loss: 0.6899531483650208, Train Steps/Sec: 1.10
epoch 57 iteration0, Loss: 0.6852636933326721, Train Steps/Sec: 1.07
epoch 57 iteration100, Loss: 0.6808305978775024, Train Steps/Sec: 1.10
epoch 57 iteration200, Loss: 0.6928179264068604, Train Steps/Sec: 1.10
epoch 58 iteration0, Loss: 0.6768338680267334, Train Steps/Sec: 1.07
epoch 58 iteration100, Loss: 0.6879541277885437, Train Steps/Sec: 1.10
epoch 58 iteration200, Loss: 0.6764109134674072, Train Steps/Sec: 1.10
epoch 59 iteration0, Loss: 0.6782482862472534, Train Steps/Sec: 1.07
epoch 59 iteration100, Loss: 0.6909590363502502, Train Steps/Sec: 1.09
epoch 59 iteration200, Loss: 0.6888529658317566, Train Steps/Sec: 1.10
epoch 60 iteration0, Loss: 0.6719262003898621, Train Steps/Sec: 1.07
epoch 60 iteration100, Loss: 0.7030686140060425, Train Steps/Sec: 1.10
epoch 60 iteration200, Loss: 0.6737651228904724, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 61 iteration0, Loss: 0.6975000500679016, Train Steps/Sec: 0.94
epoch 61 iteration100, Loss: 0.663589358329773, Train Steps/Sec: 1.10
epoch 61 iteration200, Loss: 0.6994561553001404, Train Steps/Sec: 1.10
epoch 62 iteration0, Loss: 0.6981773972511292, Train Steps/Sec: 1.07
epoch 62 iteration100, Loss: 0.6810551285743713, Train Steps/Sec: 1.10
epoch 62 iteration200, Loss: 0.6765750646591187, Train Steps/Sec: 1.10
epoch 63 iteration0, Loss: 0.6518326997756958, Train Steps/Sec: 1.07
epoch 63 iteration100, Loss: 0.697622537612915, Train Steps/Sec: 1.10
epoch 63 iteration200, Loss: 0.6681451201438904, Train Steps/Sec: 1.10
epoch 64 iteration0, Loss: 0.6885278224945068, Train Steps/Sec: 1.07
epoch 64 iteration100, Loss: 0.715955376625061, Train Steps/Sec: 1.10
epoch 64 iteration200, Loss: 0.7091243267059326, Train Steps/Sec: 1.10
epoch 65 iteration0, Loss: 0.6964136362075806, Train Steps/Sec: 1.07
epoch 65 iteration100, Loss: 0.6661030054092407, Train Steps/Sec: 1.10
epoch 65 iteration200, Loss: 0.6938422918319702, Train Steps/Sec: 1.10
Finish sampling
epoch 66 iteration0, Loss: 0.6959851384162903, Train Steps/Sec: 1.03
epoch 66 iteration100, Loss: 0.6963692307472229, Train Steps/Sec: 1.10
epoch 66 iteration200, Loss: 0.6986473798751831, Train Steps/Sec: 1.10
epoch 67 iteration0, Loss: 0.6880594491958618, Train Steps/Sec: 1.07
epoch 67 iteration100, Loss: 0.7199499011039734, Train Steps/Sec: 1.10
epoch 67 iteration200, Loss: 0.6904425024986267, Train Steps/Sec: 1.10
epoch 68 iteration0, Loss: 0.6823617815971375, Train Steps/Sec: 1.07
epoch 68 iteration100, Loss: 0.6758190393447876, Train Steps/Sec: 1.10
epoch 68 iteration200, Loss: 0.6814013719558716, Train Steps/Sec: 1.10
epoch 69 iteration0, Loss: 0.6716533899307251, Train Steps/Sec: 1.07
epoch 69 iteration100, Loss: 0.699303388595581, Train Steps/Sec: 1.10
epoch 69 iteration200, Loss: 0.6977764368057251, Train Steps/Sec: 1.10
epoch 70 iteration0, Loss: 0.6457792520523071, Train Steps/Sec: 1.07
epoch 70 iteration100, Loss: 0.6934658288955688, Train Steps/Sec: 1.10
epoch 70 iteration200, Loss: 0.6500946879386902, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 71 iteration0, Loss: 0.6608129739761353, Train Steps/Sec: 0.94
epoch 71 iteration100, Loss: 0.6865032911300659, Train Steps/Sec: 1.10
epoch 71 iteration200, Loss: 0.674122154712677, Train Steps/Sec: 1.10
epoch 72 iteration0, Loss: 0.7018563747406006, Train Steps/Sec: 1.07
epoch 72 iteration100, Loss: 0.6784106492996216, Train Steps/Sec: 1.10
epoch 72 iteration200, Loss: 0.6813386678695679, Train Steps/Sec: 1.10
epoch 73 iteration0, Loss: 0.679121732711792, Train Steps/Sec: 1.07
epoch 73 iteration100, Loss: 0.6857906579971313, Train Steps/Sec: 1.10
epoch 73 iteration200, Loss: 0.6672812700271606, Train Steps/Sec: 1.10
epoch 74 iteration0, Loss: 0.6937768459320068, Train Steps/Sec: 1.07
epoch 74 iteration100, Loss: 0.6836621761322021, Train Steps/Sec: 1.10
epoch 74 iteration200, Loss: 0.6898377537727356, Train Steps/Sec: 1.10
epoch 75 iteration0, Loss: 0.675055205821991, Train Steps/Sec: 1.06
epoch 75 iteration100, Loss: 0.6594703793525696, Train Steps/Sec: 1.10
epoch 75 iteration200, Loss: 0.6807286739349365, Train Steps/Sec: 1.10
Finish sampling
epoch 76 iteration0, Loss: 0.684761643409729, Train Steps/Sec: 0.99
epoch 76 iteration100, Loss: 0.6833539605140686, Train Steps/Sec: 1.10
epoch 76 iteration200, Loss: 0.6801313161849976, Train Steps/Sec: 1.10
epoch 77 iteration0, Loss: 0.6652328372001648, Train Steps/Sec: 1.07
epoch 77 iteration100, Loss: 0.6773062348365784, Train Steps/Sec: 1.10
epoch 77 iteration200, Loss: 0.6866557598114014, Train Steps/Sec: 1.10
epoch 78 iteration0, Loss: 0.6850912570953369, Train Steps/Sec: 1.07
epoch 78 iteration100, Loss: 0.6893337965011597, Train Steps/Sec: 1.10
epoch 78 iteration200, Loss: 0.6793723702430725, Train Steps/Sec: 1.10
epoch 79 iteration0, Loss: 0.6762476563453674, Train Steps/Sec: 1.07
epoch 79 iteration100, Loss: 0.6983274221420288, Train Steps/Sec: 1.10
epoch 79 iteration200, Loss: 0.6689988970756531, Train Steps/Sec: 1.10
epoch 80 iteration0, Loss: 0.6714072823524475, Train Steps/Sec: 1.07
epoch 80 iteration100, Loss: 0.6571993827819824, Train Steps/Sec: 1.10
epoch 80 iteration200, Loss: 0.6538082361221313, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 81 iteration0, Loss: 0.6887885332107544, Train Steps/Sec: 0.93
epoch 81 iteration100, Loss: 0.6817805171012878, Train Steps/Sec: 1.10
epoch 81 iteration200, Loss: 0.6774565577507019, Train Steps/Sec: 1.10
epoch 82 iteration0, Loss: 0.6619946956634521, Train Steps/Sec: 1.07
epoch 82 iteration100, Loss: 0.6716238260269165, Train Steps/Sec: 1.10
epoch 82 iteration200, Loss: 0.6726275086402893, Train Steps/Sec: 1.10
epoch 83 iteration0, Loss: 0.6444442272186279, Train Steps/Sec: 1.07
epoch 83 iteration100, Loss: 0.6994913816452026, Train Steps/Sec: 1.10
epoch 83 iteration200, Loss: 0.6546182632446289, Train Steps/Sec: 1.10
epoch 84 iteration0, Loss: 0.6824598908424377, Train Steps/Sec: 1.07
epoch 84 iteration100, Loss: 0.6627488136291504, Train Steps/Sec: 1.10
epoch 84 iteration200, Loss: 0.6859043836593628, Train Steps/Sec: 1.10
epoch 85 iteration0, Loss: 0.6943075060844421, Train Steps/Sec: 1.07
epoch 85 iteration100, Loss: 0.669600784778595, Train Steps/Sec: 1.10
epoch 85 iteration200, Loss: 0.6734842658042908, Train Steps/Sec: 1.10
Finish sampling
epoch 86 iteration0, Loss: 0.6821850538253784, Train Steps/Sec: 1.03
epoch 86 iteration100, Loss: 0.6826853156089783, Train Steps/Sec: 1.10
epoch 86 iteration200, Loss: 0.6804311275482178, Train Steps/Sec: 1.10
epoch 87 iteration0, Loss: 0.6961843371391296, Train Steps/Sec: 1.07
epoch 87 iteration100, Loss: 0.6569978594779968, Train Steps/Sec: 1.10
epoch 87 iteration200, Loss: 0.6741438508033752, Train Steps/Sec: 1.10
epoch 88 iteration0, Loss: 0.6884949803352356, Train Steps/Sec: 1.07
epoch 88 iteration100, Loss: 0.7011677026748657, Train Steps/Sec: 1.10
epoch 88 iteration200, Loss: 0.6803779006004333, Train Steps/Sec: 1.10
epoch 89 iteration0, Loss: 0.6533334851264954, Train Steps/Sec: 1.07
epoch 89 iteration100, Loss: 0.6579057574272156, Train Steps/Sec: 1.09
epoch 89 iteration200, Loss: 0.7018400430679321, Train Steps/Sec: 1.10
epoch 90 iteration0, Loss: 0.6549681425094604, Train Steps/Sec: 1.07
epoch 90 iteration100, Loss: 0.6512391567230225, Train Steps/Sec: 1.10
epoch 90 iteration200, Loss: 0.6705731749534607, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 91 iteration0, Loss: 0.69411301612854, Train Steps/Sec: 0.93
epoch 91 iteration100, Loss: 0.6820911765098572, Train Steps/Sec: 1.10
epoch 91 iteration200, Loss: 0.666742205619812, Train Steps/Sec: 1.10
epoch 92 iteration0, Loss: 0.6828243136405945, Train Steps/Sec: 1.07
epoch 92 iteration100, Loss: 0.6565279960632324, Train Steps/Sec: 1.10
epoch 92 iteration200, Loss: 0.6808821558952332, Train Steps/Sec: 1.10
epoch 93 iteration0, Loss: 0.6649240851402283, Train Steps/Sec: 1.07
epoch 93 iteration100, Loss: 0.6924818754196167, Train Steps/Sec: 1.10
epoch 93 iteration200, Loss: 0.671167254447937, Train Steps/Sec: 1.10
epoch 94 iteration0, Loss: 0.6744803190231323, Train Steps/Sec: 1.07
epoch 94 iteration100, Loss: 0.6803590059280396, Train Steps/Sec: 1.10
epoch 94 iteration200, Loss: 0.674704372882843, Train Steps/Sec: 1.10
epoch 95 iteration0, Loss: 0.6980919241905212, Train Steps/Sec: 1.07
epoch 95 iteration100, Loss: 0.6745344400405884, Train Steps/Sec: 1.10
epoch 95 iteration200, Loss: 0.6865643262863159, Train Steps/Sec: 1.10
Finish sampling
epoch 96 iteration0, Loss: 0.6259609460830688, Train Steps/Sec: 1.03
epoch 96 iteration100, Loss: 0.6542556285858154, Train Steps/Sec: 1.10
epoch 96 iteration200, Loss: 0.6714833378791809, Train Steps/Sec: 1.10
epoch 97 iteration0, Loss: 0.6665514707565308, Train Steps/Sec: 1.07
epoch 97 iteration100, Loss: 0.6707597970962524, Train Steps/Sec: 1.10
epoch 97 iteration200, Loss: 0.6675588488578796, Train Steps/Sec: 1.10
epoch 98 iteration0, Loss: 0.6712609529495239, Train Steps/Sec: 1.07
epoch 98 iteration100, Loss: 0.6664137244224548, Train Steps/Sec: 1.10
epoch 98 iteration200, Loss: 0.6833247542381287, Train Steps/Sec: 1.10
epoch 99 iteration0, Loss: 0.67873615026474, Train Steps/Sec: 1.07
epoch 99 iteration100, Loss: 0.6712704300880432, Train Steps/Sec: 1.10
epoch 99 iteration200, Loss: 0.671281635761261, Train Steps/Sec: 1.09
epoch 100 iteration0, Loss: 0.6916186809539795, Train Steps/Sec: 1.07
epoch 100 iteration100, Loss: 0.688864529132843, Train Steps/Sec: 1.10
epoch 100 iteration200, Loss: 0.6570011377334595, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 101 iteration0, Loss: 0.6783543229103088, Train Steps/Sec: 0.91
epoch 101 iteration100, Loss: 0.6990347504615784, Train Steps/Sec: 1.10
epoch 101 iteration200, Loss: 0.6719947457313538, Train Steps/Sec: 1.10
epoch 102 iteration0, Loss: 0.675347089767456, Train Steps/Sec: 1.07
epoch 102 iteration100, Loss: 0.6926945447921753, Train Steps/Sec: 1.10
epoch 102 iteration200, Loss: 0.6733943819999695, Train Steps/Sec: 1.10
epoch 103 iteration0, Loss: 0.6627599596977234, Train Steps/Sec: 1.07
epoch 103 iteration100, Loss: 0.6680076122283936, Train Steps/Sec: 1.10
epoch 103 iteration200, Loss: 0.6964565515518188, Train Steps/Sec: 1.10
epoch 104 iteration0, Loss: 0.6670833230018616, Train Steps/Sec: 1.07
epoch 104 iteration100, Loss: 0.6649771928787231, Train Steps/Sec: 1.09
epoch 104 iteration200, Loss: 0.6995198726654053, Train Steps/Sec: 1.09
epoch 105 iteration0, Loss: 0.6805379390716553, Train Steps/Sec: 1.06
epoch 105 iteration100, Loss: 0.6615803837776184, Train Steps/Sec: 1.10
epoch 105 iteration200, Loss: 0.6816214323043823, Train Steps/Sec: 1.09
Finish sampling
epoch 106 iteration0, Loss: 0.6652886867523193, Train Steps/Sec: 1.04
epoch 106 iteration100, Loss: 0.7090402841567993, Train Steps/Sec: 1.10
epoch 106 iteration200, Loss: 0.6936110258102417, Train Steps/Sec: 1.10
epoch 107 iteration0, Loss: 0.7154629230499268, Train Steps/Sec: 1.07
epoch 107 iteration100, Loss: 0.6502975821495056, Train Steps/Sec: 1.10
epoch 107 iteration200, Loss: 0.6844404935836792, Train Steps/Sec: 1.10
epoch 108 iteration0, Loss: 0.6286970376968384, Train Steps/Sec: 1.07
epoch 108 iteration100, Loss: 0.6679268479347229, Train Steps/Sec: 1.10
epoch 108 iteration200, Loss: 0.6677049398422241, Train Steps/Sec: 1.10
epoch 109 iteration0, Loss: 0.6833545565605164, Train Steps/Sec: 1.07
epoch 109 iteration100, Loss: 0.6828547120094299, Train Steps/Sec: 1.10
epoch 109 iteration200, Loss: 0.6547206044197083, Train Steps/Sec: 1.09
epoch 110 iteration0, Loss: 0.6430937051773071, Train Steps/Sec: 1.07
epoch 110 iteration100, Loss: 0.6573517322540283, Train Steps/Sec: 1.10
epoch 110 iteration200, Loss: 0.6828334331512451, Train Steps/Sec: 1.10
Finish sampling
Saving content.
epoch 111 iteration0, Loss: 0.6571914553642273, Train Steps/Sec: 0.93
epoch 111 iteration100, Loss: 0.6868403553962708, Train Steps/Sec: 1.10
epoch 111 iteration200, Loss: 0.6799011826515198, Train Steps/Sec: 1.10
epoch 112 iteration0, Loss: 0.6636025309562683, Train Steps/Sec: 1.07
epoch 112 iteration100, Loss: 0.6897550821304321, Train Steps/Sec: 1.10
epoch 112 iteration200, Loss: 0.680824339389801, Train Steps/Sec: 1.10
epoch 113 iteration0, Loss: 0.6914137601852417, Train Steps/Sec: 1.07
