AutoKL size: 79.779MB
FM size: 146.007MB
offset model size: 0.0000038147MB
Exp path: ./saved_info/latent_flow/celeba_256/celeb256_f8_adm_ema_offset_bn56
epoch 0 iteration0, Loss: 1.761991024017334, Train Steps/Sec: 0.13
epoch 5 iteration200, Loss: 0.7512584924697876, Train Steps/Sec: 2.08
epoch 5 iteration300, Loss: 0.7267783284187317, Train Steps/Sec: 2.08
epoch 5 iteration400, Loss: 0.7578707337379456, Train Steps/Sec: 2.08
Finish sampling
epoch 6 iteration0, Loss: 0.716429591178894, Train Steps/Sec: 1.98
epoch 6 iteration100, Loss: 0.7473471760749817, Train Steps/Sec: 2.08
epoch 6 iteration200, Loss: 0.7211875319480896, Train Steps/Sec: 2.08
epoch 6 iteration300, Loss: 0.7133547067642212, Train Steps/Sec: 2.08
epoch 6 iteration400, Loss: 0.7487890720367432, Train Steps/Sec: 2.08
epoch 7 iteration0, Loss: 0.7385740876197815, Train Steps/Sec: 2.04
epoch 7 iteration100, Loss: 0.7347749471664429, Train Steps/Sec: 2.08
epoch 7 iteration200, Loss: 0.7659247517585754, Train Steps/Sec: 2.08
epoch 7 iteration300, Loss: 0.7146057486534119, Train Steps/Sec: 2.08
epoch 7 iteration400, Loss: 0.7185383439064026, Train Steps/Sec: 2.08
epoch 8 iteration0, Loss: 0.7429239153862, Train Steps/Sec: 2.04
epoch 8 iteration100, Loss: 0.7230249643325806, Train Steps/Sec: 2.08
epoch 8 iteration200, Loss: 0.7288691401481628, Train Steps/Sec: 2.08
epoch 8 iteration300, Loss: 0.729905366897583, Train Steps/Sec: 2.08
epoch 8 iteration400, Loss: 0.7180479764938354, Train Steps/Sec: 2.08
epoch 9 iteration0, Loss: 0.761061429977417, Train Steps/Sec: 2.04
epoch 9 iteration100, Loss: 0.7414341568946838, Train Steps/Sec: 2.09
epoch 9 iteration200, Loss: 0.7186633944511414, Train Steps/Sec: 2.09
epoch 9 iteration300, Loss: 0.6931650042533875, Train Steps/Sec: 2.08
epoch 9 iteration400, Loss: 0.7225506901741028, Train Steps/Sec: 2.08
epoch 10 iteration0, Loss: 0.7460958361625671, Train Steps/Sec: 2.04
epoch 10 iteration100, Loss: 0.6912674307823181, Train Steps/Sec: 2.09
epoch 10 iteration200, Loss: 0.7173720002174377, Train Steps/Sec: 2.09
epoch 10 iteration300, Loss: 0.7006412744522095, Train Steps/Sec: 2.08
epoch 10 iteration400, Loss: 0.7219828367233276, Train Steps/Sec: 2.08
Finish sampling
Saving content.
epoch 11 iteration0, Loss: 0.7329014539718628, Train Steps/Sec: 1.79
epoch 11 iteration100, Loss: 0.6957134008407593, Train Steps/Sec: 2.09
epoch 11 iteration200, Loss: 0.7412905097007751, Train Steps/Sec: 2.09
epoch 11 iteration300, Loss: 0.7216914892196655, Train Steps/Sec: 2.08
epoch 11 iteration400, Loss: 0.7192561626434326, Train Steps/Sec: 2.08
epoch 12 iteration0, Loss: 0.6814606785774231, Train Steps/Sec: 2.04
epoch 12 iteration100, Loss: 0.735334038734436, Train Steps/Sec: 2.09
epoch 12 iteration200, Loss: 0.72394859790802, Train Steps/Sec: 2.08
epoch 12 iteration300, Loss: 0.7112277746200562, Train Steps/Sec: 2.08
epoch 12 iteration400, Loss: 0.7318899631500244, Train Steps/Sec: 2.08
epoch 13 iteration0, Loss: 0.746148407459259, Train Steps/Sec: 2.04
epoch 13 iteration100, Loss: 0.7218846678733826, Train Steps/Sec: 2.09
epoch 13 iteration200, Loss: 0.6952995657920837, Train Steps/Sec: 2.08
epoch 13 iteration300, Loss: 0.7127214670181274, Train Steps/Sec: 2.08
epoch 13 iteration400, Loss: 0.7564379572868347, Train Steps/Sec: 2.08
epoch 14 iteration0, Loss: 0.7023054957389832, Train Steps/Sec: 2.04
epoch 14 iteration100, Loss: 0.6967752575874329, Train Steps/Sec: 2.08
epoch 14 iteration200, Loss: 0.6925297379493713, Train Steps/Sec: 2.08
epoch 14 iteration300, Loss: 0.7308349013328552, Train Steps/Sec: 2.08
epoch 14 iteration400, Loss: 0.6964772343635559, Train Steps/Sec: 2.08
epoch 15 iteration0, Loss: 0.7639682292938232, Train Steps/Sec: 2.04
epoch 15 iteration100, Loss: 0.6789769530296326, Train Steps/Sec: 2.09
epoch 15 iteration200, Loss: 0.7160511612892151, Train Steps/Sec: 2.08
epoch 15 iteration300, Loss: 0.6815804243087769, Train Steps/Sec: 2.09
epoch 15 iteration400, Loss: 0.6778687834739685, Train Steps/Sec: 2.08
Finish sampling
epoch 16 iteration0, Loss: 0.7289020419120789, Train Steps/Sec: 1.98
epoch 16 iteration100, Loss: 0.7326151132583618, Train Steps/Sec: 2.08
epoch 16 iteration200, Loss: 0.7098092436790466, Train Steps/Sec: 2.08
epoch 16 iteration300, Loss: 0.7251110672950745, Train Steps/Sec: 2.08
epoch 16 iteration400, Loss: 0.7097796201705933, Train Steps/Sec: 2.08
epoch 17 iteration0, Loss: 0.703845739364624, Train Steps/Sec: 2.04
epoch 17 iteration100, Loss: 0.6671000123023987, Train Steps/Sec: 2.09
epoch 17 iteration200, Loss: 0.6890245676040649, Train Steps/Sec: 2.08
epoch 17 iteration300, Loss: 0.713824450969696, Train Steps/Sec: 2.09
epoch 17 iteration400, Loss: 0.6627581715583801, Train Steps/Sec: 2.08
epoch 18 iteration0, Loss: 0.6910699009895325, Train Steps/Sec: 2.04
epoch 18 iteration100, Loss: 0.6602501273155212, Train Steps/Sec: 2.08
epoch 18 iteration200, Loss: 0.7319285869598389, Train Steps/Sec: 2.08
epoch 18 iteration300, Loss: 0.7084900140762329, Train Steps/Sec: 2.09
epoch 18 iteration400, Loss: 0.6902419924736023, Train Steps/Sec: 2.09
epoch 19 iteration0, Loss: 0.6957348585128784, Train Steps/Sec: 2.04
epoch 19 iteration100, Loss: 0.6974762678146362, Train Steps/Sec: 2.08
epoch 19 iteration200, Loss: 0.6860462427139282, Train Steps/Sec: 2.09
epoch 19 iteration300, Loss: 0.7119601964950562, Train Steps/Sec: 2.08
epoch 19 iteration400, Loss: 0.7259389758110046, Train Steps/Sec: 2.09
epoch 20 iteration0, Loss: 0.7041179537773132, Train Steps/Sec: 2.04
epoch 20 iteration100, Loss: 0.7571234107017517, Train Steps/Sec: 2.08
epoch 20 iteration200, Loss: 0.7019702196121216, Train Steps/Sec: 2.08
epoch 20 iteration300, Loss: 0.6922347545623779, Train Steps/Sec: 2.09
epoch 20 iteration400, Loss: 0.7280052900314331, Train Steps/Sec: 2.09
Finish sampling
Saving content.
epoch 21 iteration0, Loss: 0.6836707592010498, Train Steps/Sec: 1.79
epoch 21 iteration100, Loss: 0.6722808480262756, Train Steps/Sec: 2.09
epoch 21 iteration200, Loss: 0.7040799260139465, Train Steps/Sec: 2.09
epoch 21 iteration300, Loss: 0.6932008266448975, Train Steps/Sec: 2.08
epoch 21 iteration400, Loss: 0.7137510180473328, Train Steps/Sec: 2.09
epoch 22 iteration0, Loss: 0.7014869451522827, Train Steps/Sec: 2.04
epoch 22 iteration100, Loss: 0.7107105851173401, Train Steps/Sec: 2.08
epoch 22 iteration200, Loss: 0.6751474738121033, Train Steps/Sec: 2.08
epoch 22 iteration300, Loss: 0.7272749543190002, Train Steps/Sec: 2.09
epoch 22 iteration400, Loss: 0.6766999363899231, Train Steps/Sec: 2.08
epoch 23 iteration0, Loss: 0.6697176694869995, Train Steps/Sec: 2.04
epoch 23 iteration100, Loss: 0.7149026393890381, Train Steps/Sec: 2.09
epoch 23 iteration200, Loss: 0.6734971404075623, Train Steps/Sec: 2.08
epoch 23 iteration300, Loss: 0.7270779013633728, Train Steps/Sec: 2.08
epoch 23 iteration400, Loss: 0.6657363772392273, Train Steps/Sec: 2.08
epoch 24 iteration0, Loss: 0.7046827077865601, Train Steps/Sec: 2.04
epoch 24 iteration100, Loss: 0.6851622462272644, Train Steps/Sec: 2.09
epoch 24 iteration200, Loss: 0.6399349570274353, Train Steps/Sec: 2.09
epoch 24 iteration300, Loss: 0.6685336828231812, Train Steps/Sec: 2.09
epoch 24 iteration400, Loss: 0.6866787672042847, Train Steps/Sec: 2.08
epoch 25 iteration0, Loss: 0.6707304120063782, Train Steps/Sec: 2.04
epoch 25 iteration100, Loss: 0.7568212747573853, Train Steps/Sec: 2.09
epoch 25 iteration200, Loss: 0.725299060344696, Train Steps/Sec: 2.09
epoch 25 iteration300, Loss: 0.6935012340545654, Train Steps/Sec: 2.09
epoch 25 iteration400, Loss: 0.6809292435646057, Train Steps/Sec: 2.08
Finish sampling
epoch 26 iteration0, Loss: 0.6883084774017334, Train Steps/Sec: 1.92
epoch 26 iteration100, Loss: 0.7145771384239197, Train Steps/Sec: 2.09
epoch 26 iteration200, Loss: 0.7416647672653198, Train Steps/Sec: 2.09
epoch 26 iteration300, Loss: 0.749927282333374, Train Steps/Sec: 2.09
epoch 26 iteration400, Loss: 0.7242634892463684, Train Steps/Sec: 2.09
epoch 27 iteration0, Loss: 0.6983896493911743, Train Steps/Sec: 2.04
epoch 27 iteration100, Loss: 0.6856738328933716, Train Steps/Sec: 2.09
epoch 27 iteration200, Loss: 0.6851308345794678, Train Steps/Sec: 2.09
epoch 27 iteration300, Loss: 0.704823911190033, Train Steps/Sec: 2.08
epoch 27 iteration400, Loss: 0.6999787092208862, Train Steps/Sec: 2.09
epoch 28 iteration0, Loss: 0.6950329542160034, Train Steps/Sec: 2.04
epoch 28 iteration100, Loss: 0.6972042322158813, Train Steps/Sec: 2.09
epoch 28 iteration200, Loss: 0.6797665953636169, Train Steps/Sec: 2.09
epoch 28 iteration300, Loss: 0.7027193307876587, Train Steps/Sec: 2.09
epoch 28 iteration400, Loss: 0.7108892202377319, Train Steps/Sec: 2.08
epoch 29 iteration0, Loss: 0.6916829943656921, Train Steps/Sec: 2.04
epoch 29 iteration100, Loss: 0.7164485454559326, Train Steps/Sec: 2.08
epoch 29 iteration200, Loss: 0.680957019329071, Train Steps/Sec: 2.08
epoch 29 iteration300, Loss: 0.7095175981521606, Train Steps/Sec: 2.08
epoch 29 iteration400, Loss: 0.6837244629859924, Train Steps/Sec: 2.09
epoch 30 iteration0, Loss: 0.6970670223236084, Train Steps/Sec: 2.04
epoch 30 iteration100, Loss: 0.6987000107765198, Train Steps/Sec: 2.09
epoch 30 iteration200, Loss: 0.7028964161872864, Train Steps/Sec: 2.09
epoch 30 iteration300, Loss: 0.6949813961982727, Train Steps/Sec: 2.08
epoch 30 iteration400, Loss: 0.7140665650367737, Train Steps/Sec: 2.08
Finish sampling
Saving content.
epoch 31 iteration0, Loss: 0.7043187618255615, Train Steps/Sec: 1.80
epoch 31 iteration100, Loss: 0.6778613924980164, Train Steps/Sec: 2.08
epoch 31 iteration200, Loss: 0.701789140701294, Train Steps/Sec: 2.09
epoch 31 iteration300, Loss: 0.6922990679740906, Train Steps/Sec: 2.09
epoch 31 iteration400, Loss: 0.6698100566864014, Train Steps/Sec: 2.09
epoch 32 iteration0, Loss: 0.7094919085502625, Train Steps/Sec: 2.04
epoch 32 iteration100, Loss: 0.7032436728477478, Train Steps/Sec: 2.09
epoch 32 iteration200, Loss: 0.6802669167518616, Train Steps/Sec: 2.09
epoch 32 iteration300, Loss: 0.677672803401947, Train Steps/Sec: 2.09
epoch 32 iteration400, Loss: 0.7004665732383728, Train Steps/Sec: 2.09
epoch 33 iteration0, Loss: 0.7010502219200134, Train Steps/Sec: 2.04
epoch 33 iteration100, Loss: 0.6980744004249573, Train Steps/Sec: 2.09
epoch 33 iteration200, Loss: 0.6898731589317322, Train Steps/Sec: 2.09
epoch 33 iteration300, Loss: 0.706074595451355, Train Steps/Sec: 2.09
epoch 33 iteration400, Loss: 0.6655712127685547, Train Steps/Sec: 2.09
epoch 34 iteration0, Loss: 0.6648905873298645, Train Steps/Sec: 2.04
epoch 34 iteration100, Loss: 0.7184836864471436, Train Steps/Sec: 2.09
epoch 34 iteration200, Loss: 0.7333270907402039, Train Steps/Sec: 2.08
epoch 34 iteration300, Loss: 0.7177194952964783, Train Steps/Sec: 2.09
epoch 34 iteration400, Loss: 0.7083953619003296, Train Steps/Sec: 2.09
epoch 35 iteration0, Loss: 0.6924507021903992, Train Steps/Sec: 2.04
epoch 35 iteration100, Loss: 0.7136386036872864, Train Steps/Sec: 2.09
epoch 35 iteration200, Loss: 0.6843294501304626, Train Steps/Sec: 2.09
epoch 35 iteration300, Loss: 0.6660671234130859, Train Steps/Sec: 2.09
epoch 35 iteration400, Loss: 0.7035461664199829, Train Steps/Sec: 2.08
Finish sampling
epoch 36 iteration0, Loss: 0.6622423529624939, Train Steps/Sec: 1.97
epoch 36 iteration100, Loss: 0.6904119849205017, Train Steps/Sec: 2.08
epoch 36 iteration200, Loss: 0.7025924921035767, Train Steps/Sec: 2.09
epoch 36 iteration300, Loss: 0.6905528903007507, Train Steps/Sec: 2.09
epoch 36 iteration400, Loss: 0.7198634743690491, Train Steps/Sec: 2.09
epoch 37 iteration0, Loss: 0.6811455488204956, Train Steps/Sec: 2.04
epoch 37 iteration100, Loss: 0.7215077877044678, Train Steps/Sec: 2.09
epoch 37 iteration200, Loss: 0.7024270296096802, Train Steps/Sec: 2.09
epoch 37 iteration300, Loss: 0.6958422064781189, Train Steps/Sec: 2.09
epoch 37 iteration400, Loss: 0.6820480227470398, Train Steps/Sec: 2.09
epoch 38 iteration0, Loss: 0.6721823811531067, Train Steps/Sec: 2.04
epoch 38 iteration100, Loss: 0.67286616563797, Train Steps/Sec: 2.09
epoch 38 iteration200, Loss: 0.6854968667030334, Train Steps/Sec: 2.09
epoch 38 iteration300, Loss: 0.7031994462013245, Train Steps/Sec: 2.09
epoch 38 iteration400, Loss: 0.7208961248397827, Train Steps/Sec: 2.09
epoch 39 iteration0, Loss: 0.6729463934898376, Train Steps/Sec: 2.04
epoch 39 iteration100, Loss: 0.7051532864570618, Train Steps/Sec: 2.09
epoch 39 iteration200, Loss: 0.703417956829071, Train Steps/Sec: 2.09
epoch 39 iteration300, Loss: 0.6649291515350342, Train Steps/Sec: 2.09
epoch 39 iteration400, Loss: 0.6438906788825989, Train Steps/Sec: 2.08
epoch 40 iteration0, Loss: 0.692254364490509, Train Steps/Sec: 2.04
epoch 40 iteration100, Loss: 0.6843907833099365, Train Steps/Sec: 2.09
epoch 40 iteration200, Loss: 0.7077637910842896, Train Steps/Sec: 2.09
epoch 40 iteration300, Loss: 0.7081505656242371, Train Steps/Sec: 2.09
epoch 40 iteration400, Loss: 0.6850448846817017, Train Steps/Sec: 2.09
Finish sampling
Saving content.
epoch 41 iteration0, Loss: 0.6732538938522339, Train Steps/Sec: 1.78
epoch 41 iteration100, Loss: 0.7054194211959839, Train Steps/Sec: 2.09
epoch 41 iteration200, Loss: 0.6815207600593567, Train Steps/Sec: 2.08
epoch 41 iteration300, Loss: 0.6741923689842224, Train Steps/Sec: 2.09
epoch 41 iteration400, Loss: 0.699882447719574, Train Steps/Sec: 2.09
epoch 42 iteration0, Loss: 0.6772623658180237, Train Steps/Sec: 2.04
epoch 42 iteration100, Loss: 0.6721255779266357, Train Steps/Sec: 2.09
epoch 42 iteration200, Loss: 0.6658337712287903, Train Steps/Sec: 2.09
epoch 42 iteration300, Loss: 0.6798446774482727, Train Steps/Sec: 2.08
epoch 42 iteration400, Loss: 0.6634845733642578, Train Steps/Sec: 2.08
epoch 43 iteration0, Loss: 0.7014025449752808, Train Steps/Sec: 2.04
epoch 43 iteration100, Loss: 0.7106752991676331, Train Steps/Sec: 2.09
epoch 43 iteration200, Loss: 0.7051013112068176, Train Steps/Sec: 2.09
epoch 43 iteration300, Loss: 0.7080174088478088, Train Steps/Sec: 2.08
epoch 43 iteration400, Loss: 0.6642886400222778, Train Steps/Sec: 2.09
epoch 44 iteration0, Loss: 0.6522573828697205, Train Steps/Sec: 2.04
epoch 44 iteration100, Loss: 0.6718608140945435, Train Steps/Sec: 2.09
epoch 44 iteration200, Loss: 0.7093719244003296, Train Steps/Sec: 2.09
epoch 44 iteration300, Loss: 0.6940389275550842, Train Steps/Sec: 2.09
epoch 44 iteration400, Loss: 0.6999123692512512, Train Steps/Sec: 2.08
epoch 45 iteration0, Loss: 0.7145931124687195, Train Steps/Sec: 2.04
epoch 45 iteration100, Loss: 0.6969073414802551, Train Steps/Sec: 2.09
epoch 45 iteration200, Loss: 0.6456611156463623, Train Steps/Sec: 2.09
epoch 45 iteration300, Loss: 0.6730017066001892, Train Steps/Sec: 2.08
epoch 45 iteration400, Loss: 0.6370332837104797, Train Steps/Sec: 2.09
Finish sampling
epoch 46 iteration0, Loss: 0.6839767694473267, Train Steps/Sec: 1.96
epoch 46 iteration100, Loss: 0.6758226156234741, Train Steps/Sec: 2.09
epoch 46 iteration200, Loss: 0.6707255244255066, Train Steps/Sec: 2.09
epoch 46 iteration300, Loss: 0.6575053334236145, Train Steps/Sec: 2.09
epoch 46 iteration400, Loss: 0.6916910409927368, Train Steps/Sec: 2.09
epoch 47 iteration0, Loss: 0.688378095626831, Train Steps/Sec: 2.04
epoch 47 iteration100, Loss: 0.7866128087043762, Train Steps/Sec: 2.09
epoch 47 iteration200, Loss: 0.7319654822349548, Train Steps/Sec: 2.08
epoch 47 iteration300, Loss: 0.6601969003677368, Train Steps/Sec: 2.09
epoch 47 iteration400, Loss: 0.6995680332183838, Train Steps/Sec: 2.09
epoch 48 iteration0, Loss: 0.7030779719352722, Train Steps/Sec: 2.04
epoch 48 iteration100, Loss: 0.6681519746780396, Train Steps/Sec: 2.09
epoch 48 iteration200, Loss: 0.7010066509246826, Train Steps/Sec: 2.08
epoch 48 iteration300, Loss: 0.7185103893280029, Train Steps/Sec: 2.09
epoch 48 iteration400, Loss: 0.6958648562431335, Train Steps/Sec: 2.09
epoch 49 iteration0, Loss: 0.6698278784751892, Train Steps/Sec: 2.04
epoch 49 iteration100, Loss: 0.646020233631134, Train Steps/Sec: 2.09
epoch 49 iteration200, Loss: 0.6803284883499146, Train Steps/Sec: 2.08
epoch 49 iteration300, Loss: 0.7168480157852173, Train Steps/Sec: 2.09
epoch 49 iteration400, Loss: 0.645484447479248, Train Steps/Sec: 2.09
epoch 50 iteration0, Loss: 0.6880396604537964, Train Steps/Sec: 2.04
epoch 50 iteration100, Loss: 0.6924858689308167, Train Steps/Sec: 2.09
epoch 50 iteration200, Loss: 0.7170044183731079, Train Steps/Sec: 2.09
epoch 50 iteration300, Loss: 0.7242304086685181, Train Steps/Sec: 2.09
epoch 50 iteration400, Loss: 0.7132019400596619, Train Steps/Sec: 2.08
Finish sampling
Saving content.
epoch 51 iteration0, Loss: 0.7318712472915649, Train Steps/Sec: 1.76
epoch 51 iteration100, Loss: 0.7095282673835754, Train Steps/Sec: 2.09
epoch 51 iteration200, Loss: 0.7039285898208618, Train Steps/Sec: 2.09
epoch 51 iteration300, Loss: 0.6527816653251648, Train Steps/Sec: 2.09
epoch 51 iteration400, Loss: 0.6763794422149658, Train Steps/Sec: 2.09
epoch 52 iteration0, Loss: 0.695639967918396, Train Steps/Sec: 2.04
epoch 52 iteration100, Loss: 0.7069664597511292, Train Steps/Sec: 2.08
epoch 52 iteration200, Loss: 0.659504771232605, Train Steps/Sec: 2.08
epoch 52 iteration300, Loss: 0.6639959812164307, Train Steps/Sec: 2.09
epoch 52 iteration400, Loss: 0.6933359503746033, Train Steps/Sec: 2.09
epoch 53 iteration0, Loss: 0.7471402883529663, Train Steps/Sec: 2.04
epoch 53 iteration100, Loss: 0.7064692974090576, Train Steps/Sec: 2.08
epoch 53 iteration200, Loss: 0.6633054614067078, Train Steps/Sec: 2.09
epoch 53 iteration300, Loss: 0.7090999484062195, Train Steps/Sec: 2.09
epoch 53 iteration400, Loss: 0.7192808985710144, Train Steps/Sec: 2.09
epoch 54 iteration0, Loss: 0.7050703763961792, Train Steps/Sec: 2.04
epoch 54 iteration100, Loss: 0.6573227047920227, Train Steps/Sec: 2.08
epoch 54 iteration200, Loss: 0.7020024061203003, Train Steps/Sec: 2.09
epoch 54 iteration300, Loss: 0.6878892183303833, Train Steps/Sec: 2.09
epoch 54 iteration400, Loss: 0.6907587647438049, Train Steps/Sec: 2.09
epoch 55 iteration0, Loss: 0.6675859093666077, Train Steps/Sec: 2.04
epoch 55 iteration100, Loss: 0.686376690864563, Train Steps/Sec: 2.09
epoch 55 iteration200, Loss: 0.6771325469017029, Train Steps/Sec: 2.09
epoch 55 iteration300, Loss: 0.7108784914016724, Train Steps/Sec: 2.09
epoch 55 iteration400, Loss: 0.6660727262496948, Train Steps/Sec: 2.09
Finish sampling
epoch 56 iteration0, Loss: 0.6821245551109314, Train Steps/Sec: 1.98
epoch 56 iteration100, Loss: 0.6707714796066284, Train Steps/Sec: 2.09
epoch 56 iteration200, Loss: 0.6738331913948059, Train Steps/Sec: 2.09
epoch 56 iteration300, Loss: 0.6518204808235168, Train Steps/Sec: 2.09
epoch 56 iteration400, Loss: 0.6831449866294861, Train Steps/Sec: 2.09
epoch 57 iteration0, Loss: 0.6487066149711609, Train Steps/Sec: 2.04
epoch 57 iteration100, Loss: 0.6942396759986877, Train Steps/Sec: 2.09
epoch 57 iteration200, Loss: 0.6440399885177612, Train Steps/Sec: 2.09
epoch 57 iteration300, Loss: 0.689362645149231, Train Steps/Sec: 2.09
epoch 57 iteration400, Loss: 0.6898815631866455, Train Steps/Sec: 2.08
epoch 58 iteration0, Loss: 0.6606506109237671, Train Steps/Sec: 2.04
epoch 58 iteration100, Loss: 0.6717399954795837, Train Steps/Sec: 2.09
epoch 58 iteration200, Loss: 0.7025210857391357, Train Steps/Sec: 2.09
epoch 58 iteration300, Loss: 0.663960874080658, Train Steps/Sec: 2.09
epoch 58 iteration400, Loss: 0.64266037940979, Train Steps/Sec: 2.09
epoch 59 iteration0, Loss: 0.6597030162811279, Train Steps/Sec: 2.04
epoch 59 iteration100, Loss: 0.668160617351532, Train Steps/Sec: 2.09
epoch 59 iteration200, Loss: 0.6748778820037842, Train Steps/Sec: 2.09
epoch 59 iteration300, Loss: 0.6502906084060669, Train Steps/Sec: 2.09
epoch 59 iteration400, Loss: 0.6730119585990906, Train Steps/Sec: 2.09
epoch 60 iteration0, Loss: 0.6420588493347168, Train Steps/Sec: 2.04
epoch 60 iteration100, Loss: 0.6689051389694214, Train Steps/Sec: 2.09
epoch 60 iteration200, Loss: 0.6691989302635193, Train Steps/Sec: 2.09
epoch 60 iteration300, Loss: 0.6627276539802551, Train Steps/Sec: 2.09
epoch 60 iteration400, Loss: 0.6827327609062195, Train Steps/Sec: 2.08
Finish sampling
Saving content.
epoch 61 iteration0, Loss: 0.6734815835952759, Train Steps/Sec: 1.78
epoch 61 iteration100, Loss: 0.6640260219573975, Train Steps/Sec: 2.09
epoch 61 iteration200, Loss: 0.639183521270752, Train Steps/Sec: 2.09
epoch 61 iteration300, Loss: 0.7102562189102173, Train Steps/Sec: 2.09
epoch 61 iteration400, Loss: 0.664618730545044, Train Steps/Sec: 2.08
epoch 62 iteration0, Loss: 0.7073205709457397, Train Steps/Sec: 2.04
epoch 62 iteration100, Loss: 0.681771993637085, Train Steps/Sec: 2.09
epoch 62 iteration200, Loss: 0.6979607343673706, Train Steps/Sec: 2.08
epoch 62 iteration300, Loss: 0.6867779493331909, Train Steps/Sec: 2.09
epoch 62 iteration400, Loss: 0.7116063237190247, Train Steps/Sec: 2.09
epoch 63 iteration0, Loss: 0.6755284070968628, Train Steps/Sec: 2.04
epoch 63 iteration100, Loss: 0.7049189209938049, Train Steps/Sec: 2.09
epoch 63 iteration200, Loss: 0.6625933647155762, Train Steps/Sec: 2.08
epoch 63 iteration300, Loss: 0.6928971409797668, Train Steps/Sec: 2.08
epoch 63 iteration400, Loss: 0.6516610980033875, Train Steps/Sec: 2.09
epoch 64 iteration0, Loss: 0.6727821230888367, Train Steps/Sec: 2.04
epoch 64 iteration100, Loss: 0.6974354386329651, Train Steps/Sec: 2.08
epoch 64 iteration200, Loss: 0.6436840295791626, Train Steps/Sec: 2.08
epoch 64 iteration300, Loss: 0.6275486350059509, Train Steps/Sec: 2.08
epoch 64 iteration400, Loss: 0.6524330377578735, Train Steps/Sec: 2.09
epoch 65 iteration0, Loss: 0.6953253149986267, Train Steps/Sec: 2.04
epoch 65 iteration100, Loss: 0.6741889119148254, Train Steps/Sec: 2.09
epoch 65 iteration200, Loss: 0.6477112770080566, Train Steps/Sec: 2.09
epoch 65 iteration300, Loss: 0.6728683114051819, Train Steps/Sec: 2.09
epoch 65 iteration400, Loss: 0.6565786600112915, Train Steps/Sec: 2.09
Finish sampling
epoch 66 iteration0, Loss: 0.7085782289505005, Train Steps/Sec: 1.98
epoch 66 iteration100, Loss: 0.6898624300956726, Train Steps/Sec: 2.09
epoch 66 iteration200, Loss: 0.6872174739837646, Train Steps/Sec: 2.09
epoch 66 iteration300, Loss: 0.6872087717056274, Train Steps/Sec: 2.09
epoch 66 iteration400, Loss: 0.6445947885513306, Train Steps/Sec: 2.09
epoch 67 iteration0, Loss: 0.7039844393730164, Train Steps/Sec: 2.04
epoch 67 iteration100, Loss: 0.699658989906311, Train Steps/Sec: 2.08
epoch 67 iteration200, Loss: 0.6922832727432251, Train Steps/Sec: 2.08
epoch 67 iteration300, Loss: 0.6691128611564636, Train Steps/Sec: 2.08
epoch 67 iteration400, Loss: 0.6954843997955322, Train Steps/Sec: 2.09
epoch 68 iteration0, Loss: 0.6640219688415527, Train Steps/Sec: 2.04
epoch 68 iteration100, Loss: 0.653529167175293, Train Steps/Sec: 2.08
